name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
mendrisio,2023-07-19T03:00:00,24.2,24.2,23.4,95.36,0,0,,0,0,15.8,6.6,261,1015.8,75.6,8,0,0,0,5,Partially cloudy,partly-cloudy-night,"LIMC,LIME,C7783,LSZL,LSZA"
mendrisio,2023-07-19T04:00:00,24.1,24.1,22.7,91.86,0,0,,0,0,17.3,2.9,326,1014.7,69.6,6.2,0,0,0,5,Partially cloudy,partly-cloudy-night,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T05:00:00,23.5,23.5,22.5,94.37,0,0,,0,0,15.1,3.3,15,1014.7,75.6,6.2,0,0,0,5,Partially cloudy,partly-cloudy-night,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T06:00:00,23.4,23.4,22.5,94.92,0,0,,0,0,10.4,4.7,45,1014.7,55.4,6.2,11,0,0,5,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T07:00:00,24,24,23.2,95.19,0,0,,0,0,7.6,3.1,359,1014.6,28.6,8.1,74,0.3,1,5,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T08:00:00,24.4,24.4,23.3,93.45,0,0,,0,0,4.3,3.3,332,1014.9,52.5,7.4,220,0.8,2,5,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T09:00:00,25.2,25.2,22.6,85.43,0,0,,0,0,5.4,4.5,11,1015.3,73.8,7.5,258,0.9,3,15,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T10:00:00,25.7,25.7,23.4,87.35,0,0,rain,0,0,13.7,5.4,126,1013.1,29.2,9.4,578,2.1,6,8,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T11:00:00,28.2,31.4,22.8,72.34,0,0,,0,0,15.5,9.5,126,1012.9,25,10,731,2.6,7,60,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T12:00:00,29.2,32.3,22,65.09,0,0,,0,0,15.1,8.7,172,1012.6,37.1,10,788,2.8,8,60,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T13:00:00,30.2,33.7,22.1,61.84,0,0,,0,0,15.8,7.3,182,1012.6,43.7,10,832,3,8,75,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T14:00:00,31,35.4,22.9,62.05,0.1,100,rain,0,0,16.2,5.1,224,1011.9,29.3,10,777,2.8,8,75,"Rain, Partially cloudy",rain,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T15:00:00,31.7,36.2,22.8,59.29,0.3,100,rain,0,0,12.6,6.5,196,1010.9,29.3,10,800,2.9,8,75,"Rain, Partially cloudy",rain,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T16:00:00,32,36.3,22.5,57.29,0.2,100,rain,0,0,13,8.1,192,1010.6,25,10,648,2.3,6,75,"Rain, Partially cloudy",rain,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T17:00:00,32.1,37.1,23.2,59.44,0,0,,0,0,11.9,8.8,211,1009.6,29.5,10,598,2.2,6,75,Partially cloudy,partly-cloudy-day,"LIMC,LIME,C7783,LSZL,LSZA,LIML"
mendrisio,2023-07-19T18:00:00,30.7,33.9,21.8,59.09,0,76.2,rain,0,0,7.9,2.2,342.6,1009,18.1,24.1,516,1.9,5,75,Rain,rain,
mendrisio,2023-07-19T19:00:00,30.2,33,21.4,59.34,0,76.2,rain,0,0,10.8,5,313.8,1008,20.5,24.1,348,1.3,3,100,"Rain, Partially cloudy",rain,
mendrisio,2023-07-19T20:00:00,29,31.5,21.4,63.59,0,76.2,rain,0,0,11.9,5.8,351.1,1009,6.5,24.1,180,0.6,2,100,Rain,rain,
mendrisio,2023-07-19T21:00:00,26.7,26.7,21.4,72.73,0,61.9,rain,0,0,11.5,6.1,353.1,1009,59.9,24.1,41,0.1,0,75,"Rain, Partially cloudy",rain,
mendrisio,2023-07-19T22:00:00,25.3,25.3,21,77.1,0,61.9,rain,0,0,13,6.5,358.6,1009,56.8,24.1,0,0,0,15,"Rain, Partially cloudy",rain,
mendrisio,2023-07-19T23:00:00,24.6,24.6,20.6,78.43,0,61.9,rain,0,0,13.7,6.8,354.9,1009,56.6,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-20T00:00:00,24.7,24.7,19,70.6,0,61.9,rain,0,0,16.2,7.9,352,1009,52.2,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-20T01:00:00,24.3,24.3,14.3,53.64,0,61.9,rain,0,0,17.6,8.6,349.5,1009,28,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-20T02:00:00,23.3,23.3,11.6,47.75,0,61.9,rain,0,0,18.4,9,4.5,1009,31.2,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-20T03:00:00,21,21,19.4,90.58,0,0,,0,0,22,10.8,125.1,1011,67,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-20T04:00:00,20.7,20.7,19.8,94.59,0,0,,0,0,20.5,5.8,114.3,1011,57.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-20T05:00:00,20.5,20.5,19.7,95.17,0,0,,0,0,11.5,2.9,84,1011,65.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-20T06:00:00,20.1,20.1,19.2,94.56,0,0,,0,0,6.1,4,15.7,1011,44.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-20T07:00:00,19.5,19.5,17.4,87.67,0,0,,0,0,10.1,4.7,357.3,1011,18.9,24.1,41,0.1,0,10,Clear,clear-day,
mendrisio,2023-07-20T08:00:00,21.3,21.3,18.6,84.6,0,0,,0,0,9.7,4,338.1,1011,1.5,24.1,185,0.7,2,10,Clear,clear-day,
mendrisio,2023-07-20T09:00:00,24,24,15.6,59.38,0,0,,0,0,9.7,4,311.2,1011,0,24.1,355,1.3,4,10,Clear,clear-day,
mendrisio,2023-07-20T10:00:00,25.3,25.3,15.6,54.94,0,0,,0,0,11.5,5,305.5,1010,98.9,24.1,524,1.9,5,3,Overcast,cloudy,
mendrisio,2023-07-20T11:00:00,26.8,27.1,15.1,48.69,0,0,,0,0,12.2,4.7,296.9,1010,6.1,24.1,677,2.4,7,10,Clear,clear-day,
mendrisio,2023-07-20T12:00:00,28.1,28,14.8,44.25,0,0,,0,0,11.5,3.6,266.7,1010,8.8,24.1,795,2.9,8,10,Clear,clear-day,
mendrisio,2023-07-20T13:00:00,29.1,28.8,14.7,41.49,0,0,,0,0,10.4,3.6,231.4,1010,0,24.1,870,3.1,9,10,Clear,clear-day,
mendrisio,2023-07-20T14:00:00,29.9,29.3,14.1,38.11,0,0,,0,0,11.2,4,207.9,1009,0,24.1,894,3.2,9,10,Clear,clear-day,
mendrisio,2023-07-20T15:00:00,30.7,29.6,12.3,32.37,0,28.6,,0,0,13,5.4,195.2,1009,0,24.1,867,3.1,9,10,Clear,clear-day,
mendrisio,2023-07-20T16:00:00,31,29.6,11.2,29.59,0,28.6,,0,0,13.7,5.8,195.3,1008,0,24.1,792,2.9,8,10,Clear,clear-day,
mendrisio,2023-07-20T17:00:00,30.9,29.5,11,29.36,0,28.6,,0,0,13.7,5.8,176.1,1008,0,24.1,674,2.4,7,10,Clear,clear-day,
mendrisio,2023-07-20T18:00:00,30.5,29.3,11.4,30.85,0,28.6,,0,0,13.3,5.8,166,1007,0,24.1,523,1.9,5,10,Clear,clear-day,
mendrisio,2023-07-20T19:00:00,29.7,29.1,13.9,38.05,0,28.6,,0,0,13,4.3,166.7,1007,0,24.1,352,1.3,4,30,Clear,clear-day,
mendrisio,2023-07-20T20:00:00,28.1,28.5,16.7,49.97,0,28.6,,0,0,8.6,2.9,206.7,1007,66.6,24.1,181,0.7,2,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-20T21:00:00,26.5,26.5,15.9,52.16,0,100,rain,0,0,5.8,2.9,5.6,1008,13.8,24.1,39,0.1,0,30,Rain,rain,
mendrisio,2023-07-20T22:00:00,23.8,23.8,15.4,59.34,0,100,rain,0,0,9.4,5.4,59.2,1009,55.3,24.1,0,0,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-20T23:00:00,22.9,22.9,17.1,69.82,0,100,rain,0,0,10.8,4.7,37.9,1009,49.1,6.2,0,0,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T00:00:00,23,23,17.9,72.99,0,100,rain,0,0,13.7,7.2,88,1009,47.3,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T01:00:00,22.1,22.1,18,77.58,0,100,rain,0,0,19.1,9.4,110.5,1010,52.1,5.2,0,0,0,3,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T02:00:00,21.3,21.3,18.2,82.5,0,100,rain,0,0,17.6,4.3,110.3,1010,49.5,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T03:00:00,21.2,21.2,18.7,85.65,0,100,rain,0,0,8.3,1.4,125.3,1010,100,24.1,0,0,0,5,"Rain, Overcast",rain,
mendrisio,2023-07-21T04:00:00,19.8,19.8,18.1,89.93,1.1,100,rain,0,0,14.4,4.3,348.1,1010,100,24.1,0,0,0,5,"Rain, Overcast",rain,
mendrisio,2023-07-21T05:00:00,19.4,19.4,17.6,89.34,0.8,100,rain,0,0,14.4,4.3,347.3,1010,96,24.1,0,0,0,5,"Rain, Overcast",rain,
mendrisio,2023-07-21T06:00:00,19,19,17.5,91.01,1,100,rain,0,0,11.9,5.4,260.4,1010,100,4.6,0,0,0,3,"Rain, Overcast",rain,
mendrisio,2023-07-21T07:00:00,19.3,19.3,18.1,92.77,0.2,100,rain,0,0,11.5,4,309.1,1011,100,24.1,37,0.1,0,5,"Rain, Overcast",rain,
mendrisio,2023-07-21T08:00:00,19.6,19.6,17.9,89.92,0.6,100,rain,0,0,20.5,7.2,332,1011,100,24.1,170,0.6,2,3,"Rain, Overcast",rain,
mendrisio,2023-07-21T09:00:00,19.4,19.4,17.7,89.9,1.8,100,rain,0,0,21.2,7.2,319.4,1011,100,24.1,289,1,3,10,"Rain, Overcast",rain,
mendrisio,2023-07-21T10:00:00,19.9,19.9,17.6,86.6,1.4,100,rain,0,0,21.2,7.2,342.3,1011,100,24.1,495,1.8,5,30,"Rain, Overcast",rain,
mendrisio,2023-07-21T11:00:00,20.3,20.3,18.1,87.19,1.1,100,rain,0,0,18.4,4.7,325,1012,100,23.6,650,2.3,7,30,"Rain, Overcast",rain,
mendrisio,2023-07-21T12:00:00,20.8,20.8,18.4,86.15,0.9,100,rain,0,0,14.8,2.9,289.9,1011,94.4,6.2,383,1.4,4,30,"Rain, Overcast",rain,
mendrisio,2023-07-21T13:00:00,20.4,20.4,18.8,90.54,2.3,100,rain,0,0,15.1,2.9,219.6,1011,100,6.1,388,1.4,4,30,"Rain, Overcast",rain,
mendrisio,2023-07-21T14:00:00,20.9,20.9,18.8,87.79,0.9,100,rain,0,0,20.2,5.4,65.1,1010,100,24.1,563,2,6,30,"Rain, Overcast",rain,
mendrisio,2023-07-21T15:00:00,22.5,22.5,18.8,79.61,0,100,rain,0,0,13,3.6,158.2,1010,100,24.1,814,2.9,8,30,"Rain, Overcast",rain,
mendrisio,2023-07-21T16:00:00,22.4,22.4,18.7,79.6,0,100,rain,0,0,19.4,8.6,144.1,1010,98.2,24.1,761,2.7,8,60,"Rain, Overcast",rain,
mendrisio,2023-07-21T17:00:00,22.5,22.5,18.9,80.11,0,100,rain,0,0,19.8,7.9,145.5,1010,100,24.1,631,2.3,6,60,"Rain, Overcast",rain,
mendrisio,2023-07-21T18:00:00,22.8,22.8,19,79.16,0,100,rain,0,0,17.6,4.7,154.2,1009,98.2,24.1,506,1.8,5,60,"Rain, Overcast",rain,
mendrisio,2023-07-21T19:00:00,22.7,22.7,19.1,80.14,0,100,rain,0,0,10.8,0.7,254.4,1009,31.5,24.1,342,1.2,3,60,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T20:00:00,22.5,22.5,19.4,82.64,0,100,rain,0,0,5,1.8,271.8,1009,6.2,2.6,175,0.6,2,60,Rain,rain,
mendrisio,2023-07-21T21:00:00,21.4,21.4,19.3,87.83,0,66.7,rain,0,0,5.4,2.2,140.2,1010,27.1,24,38,0.1,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T22:00:00,20.6,20.6,18.7,88.87,0,66.7,rain,0,0,4,2.5,143.6,1011,44.3,24.1,0,0,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-21T23:00:00,20,20,18.5,91.08,0,66.7,rain,0,0,4,0.7,72.7,1011,69.7,24.1,0,0,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T00:00:00,19.3,19.3,18.4,94.53,0,66.7,rain,0,0,7.6,4.3,339.5,1011,60.5,24.1,0,0,0,3,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T01:00:00,18.8,18.8,18.1,95.71,0,66.7,rain,0,0,10.1,5,332.9,1011,100,24.1,0,0,0,5,"Rain, Overcast",rain,
mendrisio,2023-07-22T02:00:00,18.8,18.8,17.8,93.92,0,66.7,rain,0,0,10.8,5.4,337.2,1011,100,24.1,0,0,0,10,"Rain, Overcast",rain,
mendrisio,2023-07-22T03:00:00,18.4,18.4,13.5,73.12,0,14.3,,0,0,13.3,6.8,350.7,1011,97.3,24.1,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-22T04:00:00,17.6,17.6,11.3,66.55,0,14.3,,0,0,13.7,6.8,356.8,1011,95.9,24.1,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-22T05:00:00,17.2,17.2,11,66.91,0,14.3,,0,0,13.7,6.5,3.5,1011,100,24.1,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-22T06:00:00,16.9,16.9,11.3,69.56,0,14.3,,0,0,12.2,5,6.6,1012,100,24.1,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-22T07:00:00,16.9,16.9,12.7,76.28,0,14.3,,0,0,9.7,4.3,22.6,1012,100,24.1,33,0.1,0,10,Overcast,cloudy,
mendrisio,2023-07-22T08:00:00,18.6,18.6,15.2,80.6,0,14.3,,0,0,7.9,2.2,69.2,1013,69,24.1,162,0.6,2,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-22T09:00:00,21,21,15.3,69.9,0,28.6,,0,0,8.6,3.6,163,1013,31.8,24.1,331,1.2,3,3,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-22T10:00:00,21.7,21.7,17.1,75.11,0,28.6,,0,0,9.7,3.6,164.1,1014,100,24.1,521,1.9,5,10,Overcast,cloudy,
mendrisio,2023-07-22T11:00:00,23.1,23.1,18.3,74.4,0,28.6,,0,0,10.1,3.6,169.4,1014,36.6,24.1,610,2.2,6,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-22T12:00:00,24.6,24.6,18.1,67.13,0,28.6,,0,0,11.9,4.3,169,1014,30.2,24.1,672,2.4,7,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-22T13:00:00,25.7,25.7,18.1,62.87,0,28.6,,0,0,16.2,6.8,168.1,1013,35.4,24.1,861,3.1,9,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-22T14:00:00,26.4,26.4,17.8,59.19,0,28.6,,0,0,20.5,9,164.2,1013,47.9,24.1,886,3.2,9,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-22T15:00:00,26.6,26.6,17.3,56.69,0,52.4,rain,0,0,20.6,8.6,166.5,1013,43,24.1,861,3.1,9,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T16:00:00,26.8,27.5,16.8,54.29,0,52.4,rain,0,0,20.8,8.3,168.8,1013,38.2,24.1,788,2.8,8,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T17:00:00,27.1,27.6,16.4,51.98,0,52.4,rain,0,0,20.9,7.9,171.1,1013,33.3,24.1,669,2.4,7,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T18:00:00,26.4,26.4,16.4,54.19,0,52.4,rain,0,0,18.7,7.6,159.3,1013.3,37.8,24.1,519,1.9,5,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T19:00:00,25.8,25.8,16.5,56.5,0,52.4,rain,0,0,16.6,7.2,147.6,1013.7,42.4,24.1,346,1.2,3,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T20:00:00,25.2,25.2,16.6,58.91,0,52.4,rain,0,0,14.4,6.8,135.8,1014,46.9,24.1,175,0.6,2,60,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T21:00:00,23.9,23.9,17.4,67,0,71.4,rain,0,0,14.5,7.1,127.6,1014.7,54.7,24,36,0.1,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T22:00:00,22.7,22.7,18.3,76.23,0,71.4,rain,0,0,14.6,7.3,119.4,1015.3,62.4,24.1,0,0,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-22T23:00:00,21.5,21.5,19.2,86.76,0,71.4,rain,0,0,14.8,7.6,111.2,1016,70.2,24.1,0,0,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-23T00:00:00,21.1,21.1,18.9,87.26,0,71.4,rain,0,0,12.5,5.8,81,1016.3,67,23.7,0,0,0,3,"Rain, Partially cloudy",rain,
mendrisio,2023-07-23T01:00:00,20.7,20.7,18.6,87.77,0,71.4,rain,0,0,10.2,4,50.7,1016.7,63.8,24.1,0,0,0,3,"Rain, Partially cloudy",rain,
mendrisio,2023-07-23T02:00:00,20.3,20.3,18.3,88.29,0.3,71.4,rain,0,0,7.9,2.2,20.5,1017,60.6,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-23T03:00:00,19.7,19.7,18.1,90.49,0,4.8,,0,0,8,2.3,132.2,1017,64.4,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-23T04:00:00,19.1,19.1,17.9,92.76,0,4.8,rain,0,0,8.2,2.4,243.8,1017,68.3,4.2,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-23T05:00:00,18.5,18.5,17.7,95.1,0,4.8,,0,0,8.3,2.5,355.5,1017,72.1,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-23T06:00:00,18.9,18.9,17.9,94.12,0,4.8,,0,0,8.5,2.8,275.3,1017,74.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T07:00:00,19.3,19.3,18.1,93.16,0,4.8,,0,0,8.8,3,195.2,1017,76.5,24.1,35,0.1,0,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T08:00:00,19.7,19.7,18.4,92.21,0.1,4.8,rain,0,0,9,3.2,115,1017,78.7,24.1,170,0.6,2,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T09:00:00,20.4,20.4,18.4,88.3,0,14.3,,0,0,11.8,4.7,127.7,1017.3,76.3,24.1,306,1.1,3,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T10:00:00,21.2,21.2,18.5,84.59,0,14.3,,0,0,14.5,6.1,140.5,1017.7,74,24.1,505,1.8,5,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T11:00:00,22,22,18.6,81.05,0,14.3,,0,0,17.3,7.6,153.2,1018,71.6,24.1,657,2.4,7,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T12:00:00,23,23,18.4,75.64,0,14.3,,0,0,16.9,7.3,155.9,1017.7,67.3,24.1,768,2.8,8,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T13:00:00,24,24,18.4,70.63,0,14.3,,0,0,16.6,7.1,158.5,1017.3,63,24,840,3,8,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T14:00:00,25.1,25.1,18.3,65.98,0,14.3,,0,0,16.2,6.8,161.2,1017,58.7,24,874,3.1,9,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T15:00:00,25.6,25.6,17.9,62.34,0,19,,0,0,15.1,6.1,168,1016.3,54.1,24.1,848,3.1,8,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T16:00:00,26.2,26.2,17.5,58.91,0,19,,0,0,14,5.4,174.8,1015.7,49.5,24.1,780,2.8,8,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T17:00:00,26.8,27.5,17.2,55.67,0,19,,0,0,13,4.7,181.6,1015,44.9,24.1,666,2.4,7,10,Partially cloudy,partly-cloudy-day,
